x,y,filename,block
133,45,output_2100.wav,1
89,149,output_2101.wav,3
19,74,output_2102.wav,0
4,-131,output_2103.wav,13
58,117,output_2104.wav,3
69,-189,output_2105.wav,13
5,92,output_2106.wav,0
-76,80,output_2107.wav,4
-47,73,output_2108.wav,4
-126,173,output_2109.wav,6
156,-89,output_2110.wav,15
173,8,output_2111.wav,1
-40,197,output_2112.wav,5
152,-96,output_2113.wav,15
-31,70,output_2114.wav,4
-138,-145,output_2115.wav,10
85,-1,output_2116.wav,12
-23,108,output_2117.wav,5
-152,-101,output_2118.wav,10
182,132,output_2119.wav,2
167,23,output_2120.wav,1
-46,64,output_2121.wav,4
-148,-30,output_2122.wav,9
44,158,output_2123.wav,3
-123,161,output_2124.wav,6
29,-143,output_2125.wav,13
82,104,output_2126.wav,3
107,-184,output_2127.wav,14
-119,-104,output_2128.wav,10
131,-14,output_2129.wav,15
107,98,output_2130.wav,1
-31,-6,output_2131.wav,8
132,187,output_2132.wav,2
-188,-124,output_2133.wav,10
-166,-189,output_2134.wav,10
97,-127,output_2135.wav,13
145,0,output_2136.wav,1
-19,22,output_2137.wav,4
14,171,output_2138.wav,3
36,8,output_2139.wav,0
194,-185,output_2140.wav,14
48,-94,output_2141.wav,12
48,-96,output_2142.wav,12
-143,72,output_2143.wav,7
108,76,output_2144.wav,1
-135,144,output_2145.wav,6
142,164,output_2146.wav,2
-155,73,output_2147.wav,7
-110,192,output_2148.wav,6
167,-113,output_2149.wav,14
26,-109,output_2150.wav,13
-199,-18,output_2151.wav,9
-19,-137,output_2152.wav,11
-95,-52,output_2153.wav,8
-157,-83,output_2154.wav,9
199,117,output_2155.wav,2
-156,-42,output_2156.wav,9
-35,188,output_2157.wav,5
150,124,output_2158.wav,2
-146,154,output_2159.wav,6
-20,102,output_2160.wav,5
-71,128,output_2161.wav,5
91,-56,output_2162.wav,12
-32,34,output_2163.wav,4
-71,-183,output_2164.wav,11
-120,118,output_2165.wav,6
-28,-22,output_2166.wav,8
-193,87,output_2167.wav,7
0,5,output_2168.wav,0
121,22,output_2169.wav,1
72,24,output_2170.wav,0
-29,-81,output_2171.wav,8
192,-108,output_2172.wav,14
-122,195,output_2173.wav,6
-79,-30,output_2174.wav,8
122,78,output_2175.wav,1
-126,-30,output_2176.wav,9
-20,112,output_2177.wav,5
103,-107,output_2178.wav,14
-130,136,output_2179.wav,6
-49,102,output_2180.wav,5
-139,-155,output_2181.wav,10
-15,162,output_2182.wav,5
42,-22,output_2183.wav,12
114,125,output_2184.wav,2
-8,42,output_2185.wav,4
-154,28,output_2186.wav,7
179,195,output_2187.wav,2
-182,-171,output_2188.wav,10
-33,23,output_2189.wav,4
-88,47,output_2190.wav,4
137,92,output_2191.wav,1
88,-44,output_2192.wav,12
-182,121,output_2193.wav,6
-195,-136,output_2194.wav,10
-83,82,output_2195.wav,4
-95,127,output_2196.wav,5
105,-95,output_2197.wav,15
129,-47,output_2198.wav,15
148,-174,output_2199.wav,14
-182,16,output_2200.wav,7
-41,152,output_2201.wav,5
-96,172,output_2202.wav,5
149,-49,output_2203.wav,15
22,-89,output_2204.wav,12
-95,-44,output_2205.wav,8
136,89,output_2206.wav,1
-38,-83,output_2207.wav,8
133,194,output_2208.wav,2
160,102,output_2209.wav,2
-96,-97,output_2210.wav,8
-31,-129,output_2211.wav,11
-142,-71,output_2212.wav,9
-182,67,output_2213.wav,7
116,69,output_2214.wav,1
-23,183,output_2215.wav,5
15,-92,output_2216.wav,12
-172,-94,output_2217.wav,9
103,44,output_2218.wav,1
110,-20,output_2219.wav,15
-116,92,output_2220.wav,7
-187,159,output_2221.wav,6
-169,-49,output_2222.wav,9
-121,75,output_2223.wav,7
115,-97,output_2224.wav,15
-14,-68,output_2225.wav,8
126,-74,output_2226.wav,15
-104,99,output_2227.wav,7
-87,-178,output_2228.wav,11
-81,-33,output_2229.wav,8
-50,-46,output_2230.wav,8
37,148,output_2231.wav,3
-127,186,output_2232.wav,6
-109,-68,output_2233.wav,9
-174,-117,output_2234.wav,10
-5,-143,output_2235.wav,11
85,120,output_2236.wav,3
-48,-184,output_2237.wav,11
122,-191,output_2238.wav,14
-130,-132,output_2239.wav,10
-98,-154,output_2240.wav,11
-171,-76,output_2241.wav,9
118,180,output_2242.wav,2
182,181,output_2243.wav,2
3,-68,output_2244.wav,12
-70,87,output_2245.wav,4
-158,-80,output_2246.wav,9
123,-183,output_2247.wav,14
-138,-71,output_2248.wav,9
141,-148,output_2249.wav,14
197,-139,output_2250.wav,14
28,29,output_2251.wav,0
-50,153,output_2252.wav,5
40,-95,output_2253.wav,12
-105,-170,output_2254.wav,10
-127,38,output_2255.wav,7
77,71,output_2256.wav,0
7,73,output_2257.wav,0
-12,22,output_2258.wav,4
112,94,output_2259.wav,1
49,18,output_2260.wav,0
54,-73,output_2261.wav,12
-159,-101,output_2262.wav,10
119,190,output_2263.wav,2
-166,-84,output_2264.wav,9
101,-130,output_2265.wav,14
58,-190,output_2266.wav,13
-141,-35,output_2267.wav,9
-63,182,output_2268.wav,5
-174,50,output_2269.wav,7
-12,-27,output_2270.wav,8
99,103,output_2271.wav,3
150,28,output_2272.wav,1
89,115,output_2273.wav,3
131,58,output_2274.wav,1
-77,-123,output_2275.wav,11
-147,76,output_2276.wav,7
-86,-186,output_2277.wav,11
36,-115,output_2278.wav,13
102,159,output_2279.wav,2
147,-71,output_2280.wav,15
-118,163,output_2281.wav,6
-65,39,output_2282.wav,4
-195,182,output_2283.wav,6
-28,63,output_2284.wav,4
-84,109,output_2285.wav,5
-75,-38,output_2286.wav,8
-74,111,output_2287.wav,5
68,178,output_2288.wav,3
-49,-19,output_2289.wav,8
-93,91,output_2290.wav,4
-97,-90,output_2291.wav,8
40,12,output_2292.wav,0
39,-108,output_2293.wav,13
175,-76,output_2294.wav,15
133,-25,output_2295.wav,15
3,-165,output_2296.wav,13
154,126,output_2297.wav,2
74,66,output_2298.wav,0
57,-16,output_2299.wav,12
68,-155,output_2300.wav,13
92,70,output_2301.wav,0
5,-61,output_2302.wav,12
-11,-15,output_2303.wav,8
197,-83,output_2304.wav,15
104,39,output_2305.wav,1
-158,94,output_2306.wav,7
-16,-103,output_2307.wav,11
159,-196,output_2308.wav,14
75,65,output_2309.wav,0
86,-19,output_2310.wav,12
-128,-195,output_2311.wav,10
-40,73,output_2312.wav,4
-62,-100,output_2313.wav,8
136,42,output_2314.wav,1
27,-149,output_2315.wav,13
190,57,output_2316.wav,1
69,82,output_2317.wav,0
153,-100,output_2318.wav,15
103,139,output_2319.wav,2
31,137,output_2320.wav,3
72,167,output_2321.wav,3
-25,-29,output_2322.wav,8
-162,-99,output_2323.wav,9
190,110,output_2324.wav,2
197,58,output_2325.wav,1
104,-101,output_2326.wav,14
28,-154,output_2327.wav,13
78,47,output_2328.wav,0
-20,-193,output_2329.wav,11
-61,91,output_2330.wav,4
44,-102,output_2331.wav,13
-165,-176,output_2332.wav,10
51,-158,output_2333.wav,13
-44,189,output_2334.wav,5
133,37,output_2335.wav,1
-105,-191,output_2336.wav,10
-68,-158,output_2337.wav,11
94,-149,output_2338.wav,13
-118,-149,output_2339.wav,10
78,-25,output_2340.wav,12
-127,51,output_2341.wav,7
-104,117,output_2342.wav,6
-167,-144,output_2343.wav,10
88,-46,output_2344.wav,12
-80,154,output_2345.wav,5
-48,72,output_2346.wav,4
-182,6,output_2347.wav,7
-136,-172,output_2348.wav,10
-181,-7,output_2349.wav,9
120,-141,output_2350.wav,14
-141,24,output_2351.wav,7
-88,191,output_2352.wav,5
-39,185,output_2353.wav,5
167,65,output_2354.wav,1
-134,128,output_2355.wav,6
199,-55,output_2356.wav,15
170,-154,output_2357.wav,14
-55,140,output_2358.wav,5
124,-168,output_2359.wav,14
164,0,output_2360.wav,1
-91,177,output_2361.wav,5
-73,-59,output_2362.wav,8
16,118,output_2363.wav,3
-94,79,output_2364.wav,4
53,-136,output_2365.wav,13
-124,-159,output_2366.wav,10
105,-72,output_2367.wav,15
-59,195,output_2368.wav,5
-59,163,output_2369.wav,5
121,-7,output_2370.wav,15
-139,-129,output_2371.wav,10
-39,70,output_2372.wav,4
-193,-45,output_2373.wav,9
-157,-120,output_2374.wav,10
-190,22,output_2375.wav,7
63,156,output_2376.wav,3
83,-3,output_2377.wav,12
-133,-75,output_2378.wav,9
68,-55,output_2379.wav,12
179,-192,output_2380.wav,14
-120,43,output_2381.wav,7
62,179,output_2382.wav,3
-33,-146,output_2383.wav,11
-1,-88,output_2384.wav,8
-2,-81,output_2385.wav,8
-148,-151,output_2386.wav,10
-2,73,output_2387.wav,4
-55,-20,output_2388.wav,8
53,-74,output_2389.wav,12
108,-28,output_2390.wav,15
-119,50,output_2391.wav,7
-137,165,output_2392.wav,6
-12,199,output_2393.wav,5
-144,108,output_2394.wav,6
-118,64,output_2395.wav,7
194,95,output_2396.wav,1
40,192,output_2397.wav,3
30,-163,output_2398.wav,13
-17,-132,output_2399.wav,11
76,-160,output_2400.wav,13
98,41,output_2401.wav,0
67,39,output_2402.wav,0
192,-76,output_2403.wav,15
-128,79,output_2404.wav,7
-124,-48,output_2405.wav,9
20,-139,output_2406.wav,13
-93,37,output_2407.wav,4
-66,82,output_2408.wav,4
180,-87,output_2409.wav,15
-66,71,output_2410.wav,4
180,179,output_2411.wav,2
81,-115,output_2412.wav,13
-140,-122,output_2413.wav,10
-70,186,output_2414.wav,5
-89,23,output_2415.wav,4
58,8,output_2416.wav,0
-103,164,output_2417.wav,6
97,139,output_2418.wav,3
-127,-148,output_2419.wav,10
30,49,output_2420.wav,0
-149,151,output_2421.wav,6
-109,103,output_2422.wav,6
-41,79,output_2423.wav,4
-26,-148,output_2424.wav,11
-172,88,output_2425.wav,7
-58,162,output_2426.wav,5
-14,-176,output_2427.wav,11
5,-6,output_2428.wav,12
-123,82,output_2429.wav,7
178,-196,output_2430.wav,14
141,-108,output_2431.wav,14
158,46,output_2432.wav,1
-7,-59,output_2433.wav,8
-32,138,output_2434.wav,5
161,-139,output_2435.wav,14
190,-149,output_2436.wav,14
-169,-85,output_2437.wav,9
95,119,output_2438.wav,3
75,44,output_2439.wav,0
-37,33,output_2440.wav,4
-79,89,output_2441.wav,4
-67,102,output_2442.wav,5
64,5,output_2443.wav,0
65,-37,output_2444.wav,12
108,192,output_2445.wav,2
-80,-195,output_2446.wav,11
-167,97,output_2447.wav,7
40,143,output_2448.wav,3
122,-71,output_2449.wav,15
125,71,output_2450.wav,1
-85,-17,output_2451.wav,8
-98,-125,output_2452.wav,11
-18,82,output_2453.wav,4
-27,83,output_2454.wav,4
-39,87,output_2455.wav,4
-32,-60,output_2456.wav,8
96,-186,output_2457.wav,13
-96,-30,output_2458.wav,8
-191,-9,output_2459.wav,9
-116,42,output_2460.wav,7
-110,-14,output_2461.wav,9
-95,-79,output_2462.wav,8
-157,56,output_2463.wav,7
-105,122,output_2464.wav,6
-184,-80,output_2465.wav,9
197,-106,output_2466.wav,14
42,115,output_2467.wav,3
-44,-35,output_2468.wav,8
-32,-127,output_2469.wav,11
-15,187,output_2470.wav,5
-71,42,output_2471.wav,4
-69,16,output_2472.wav,4
37,-143,output_2473.wav,13
21,147,output_2474.wav,3
-62,-21,output_2475.wav,8
-132,-10,output_2476.wav,9
153,54,output_2477.wav,1
6,73,output_2478.wav,0
72,-20,output_2479.wav,12
-62,-117,output_2480.wav,11
-35,-30,output_2481.wav,8
-75,-43,output_2482.wav,8
197,177,output_2483.wav,2
-183,-97,output_2484.wav,9
-40,-195,output_2485.wav,11
-127,64,output_2486.wav,7
-74,-36,output_2487.wav,8
-193,-29,output_2488.wav,9
-173,83,output_2489.wav,7
196,-20,output_2490.wav,15
-61,-173,output_2491.wav,11
-78,147,output_2492.wav,5
95,145,output_2493.wav,3
-74,189,output_2494.wav,5
-53,31,output_2495.wav,4
-142,60,output_2496.wav,7
-82,-140,output_2497.wav,11
-79,16,output_2498.wav,4
103,-165,output_2499.wav,14
-196,-181,output_2500.wav,10
-117,164,output_2501.wav,6
-42,-186,output_2502.wav,11
-16,-27,output_2503.wav,8
57,137,output_2504.wav,3
112,61,output_2505.wav,1
128,180,output_2506.wav,2
-95,-115,output_2507.wav,11
195,-76,output_2508.wav,15
-175,190,output_2509.wav,6
56,-12,output_2510.wav,12
12,190,output_2511.wav,3
63,199,output_2512.wav,3
199,-28,output_2513.wav,15
-87,-122,output_2514.wav,11
-165,-109,output_2515.wav,10
-107,-79,output_2516.wav,9
117,153,output_2517.wav,2
88,109,output_2518.wav,3
83,119,output_2519.wav,3
-66,-28,output_2520.wav,8
-43,167,output_2521.wav,5
106,149,output_2522.wav,2
-22,-129,output_2523.wav,11
-133,-11,output_2524.wav,9
171,-135,output_2525.wav,14
-195,12,output_2526.wav,7
-124,-58,output_2527.wav,9
59,-175,output_2528.wav,13
88,107,output_2529.wav,3
-123,20,output_2530.wav,7
53,-83,output_2531.wav,12
-181,-161,output_2532.wav,10
-74,-120,output_2533.wav,11
84,-52,output_2534.wav,12
-82,-30,output_2535.wav,8
-163,-162,output_2536.wav,10
-66,57,output_2537.wav,4
-147,-177,output_2538.wav,10
-200,-77,output_2539.wav,9
50,-146,output_2540.wav,13
40,64,output_2541.wav,0
-158,-85,output_2542.wav,9
82,155,output_2543.wav,3
19,49,output_2544.wav,0
85,62,output_2545.wav,0
-164,64,output_2546.wav,7
-86,76,output_2547.wav,4
-99,117,output_2548.wav,5
60,35,output_2549.wav,0
6,120,output_2550.wav,3
89,-139,output_2551.wav,13
-134,143,output_2552.wav,6
149,66,output_2553.wav,1
144,-1,output_2554.wav,15
135,24,output_2555.wav,1
21,-102,output_2556.wav,13
-56,-51,output_2557.wav,8
-87,-19,output_2558.wav,8
197,-63,output_2559.wav,15
-111,192,output_2560.wav,6
172,126,output_2561.wav,2
146,-109,output_2562.wav,14
-105,-184,output_2563.wav,10
-137,50,output_2564.wav,7
35,196,output_2565.wav,3
-96,-191,output_2566.wav,11
17,-52,output_2567.wav,12
-147,-163,output_2568.wav,10
104,-112,output_2569.wav,14
71,-118,output_2570.wav,13
-172,-185,output_2571.wav,10
-51,112,output_2572.wav,5
-129,184,output_2573.wav,6
-45,-102,output_2574.wav,11
-151,163,output_2575.wav,6
175,-76,output_2576.wav,15
-92,102,output_2577.wav,5
20,130,output_2578.wav,3
-182,-7,output_2579.wav,9
163,-27,output_2580.wav,15
160,-10,output_2581.wav,15
23,107,output_2582.wav,3
-182,20,output_2583.wav,7
59,54,output_2584.wav,0
39,-175,output_2585.wav,13
68,-90,output_2586.wav,12
117,138,output_2587.wav,2
23,-114,output_2588.wav,13
129,42,output_2589.wav,1
173,-175,output_2590.wav,14
144,192,output_2591.wav,2
-39,-47,output_2592.wav,8
122,-163,output_2593.wav,14
59,-161,output_2594.wav,13
111,-71,output_2595.wav,15
190,94,output_2596.wav,1
-96,192,output_2597.wav,5
54,112,output_2598.wav,3
117,75,output_2599.wav,1
-156,31,output_2600.wav,7
161,130,output_2601.wav,2
25,55,output_2602.wav,0
79,-30,output_2603.wav,12
-186,94,output_2604.wav,7
-184,68,output_2605.wav,7
-122,188,output_2606.wav,6
34,2,output_2607.wav,0
-196,94,output_2608.wav,7
121,-181,output_2609.wav,14
-118,1,output_2610.wav,7
-103,196,output_2611.wav,6
-185,-141,output_2612.wav,10
68,-140,output_2613.wav,13
114,-160,output_2614.wav,14
123,-99,output_2615.wav,15
118,49,output_2616.wav,1
-198,156,output_2617.wav,6
-124,11,output_2618.wav,7
131,-18,output_2619.wav,15
-34,-64,output_2620.wav,8
93,-112,output_2621.wav,13
-149,-144,output_2622.wav,10
-17,-191,output_2623.wav,11
-92,-178,output_2624.wav,11
-145,44,output_2625.wav,7
-44,-111,output_2626.wav,11
9,-123,output_2627.wav,13
-136,154,output_2628.wav,6
88,-124,output_2629.wav,13
-34,-124,output_2630.wav,11
-180,-8,output_2631.wav,9
108,94,output_2632.wav,1
45,61,output_2633.wav,0
126,-158,output_2634.wav,14
4,-118,output_2635.wav,13
125,-85,output_2636.wav,15
167,42,output_2637.wav,1
-194,110,output_2638.wav,6
-45,163,output_2639.wav,5
-19,-168,output_2640.wav,11
-154,-64,output_2641.wav,9
66,15,output_2642.wav,0
-148,-121,output_2643.wav,10
-23,15,output_2644.wav,4
96,91,output_2645.wav,0
157,-5,output_2646.wav,15
147,-36,output_2647.wav,15
-82,41,output_2648.wav,4
162,13,output_2649.wav,1
115,-47,output_2650.wav,15
110,79,output_2651.wav,1
72,160,output_2652.wav,3
131,-51,output_2653.wav,15
114,24,output_2654.wav,1
5,73,output_2655.wav,0
156,107,output_2656.wav,2
62,-121,output_2657.wav,13
-180,51,output_2658.wav,7
-173,24,output_2659.wav,7
-136,-165,output_2660.wav,10
-82,107,output_2661.wav,5
-47,-154,output_2662.wav,11
-62,20,output_2663.wav,4
-82,-167,output_2664.wav,11
78,70,output_2665.wav,0
-148,-150,output_2666.wav,10
6,31,output_2667.wav,0
-164,-134,output_2668.wav,10
15,-42,output_2669.wav,12
-38,152,output_2670.wav,5
-88,71,output_2671.wav,4
-60,-135,output_2672.wav,11
-23,-122,output_2673.wav,11
171,-153,output_2674.wav,14
-134,-78,output_2675.wav,9
-171,195,output_2676.wav,6
-119,-77,output_2677.wav,9
-61,-37,output_2678.wav,8
80,29,output_2679.wav,0
0,-180,output_2680.wav,13
-115,77,output_2681.wav,7
-197,-184,output_2682.wav,10
130,-194,output_2683.wav,14
-182,-35,output_2684.wav,9
122,-152,output_2685.wav,14
-130,151,output_2686.wav,6
167,196,output_2687.wav,2
-26,74,output_2688.wav,4
106,-125,output_2689.wav,14
54,17,output_2690.wav,0
87,-76,output_2691.wav,12
144,194,output_2692.wav,2
-160,111,output_2693.wav,6
-89,167,output_2694.wav,5
-125,169,output_2695.wav,6
-138,2,output_2696.wav,7
-32,49,output_2697.wav,4
169,120,output_2698.wav,2
-145,-4,output_2699.wav,9
179,133,output_2700.wav,2
151,-47,output_2701.wav,15
22,-29,output_2702.wav,12
-71,-134,output_2703.wav,11
-20,-5,output_2704.wav,8
-173,84,output_2705.wav,7
-85,-89,output_2706.wav,8
-47,-150,output_2707.wav,11
-105,173,output_2708.wav,6
168,36,output_2709.wav,1
81,-154,output_2710.wav,13
29,-117,output_2711.wav,13
-53,-67,output_2712.wav,8
167,124,output_2713.wav,2
-175,-52,output_2714.wav,9
25,-147,output_2715.wav,13
-133,24,output_2716.wav,7
170,-133,output_2717.wav,14
172,191,output_2718.wav,2
89,-56,output_2719.wav,12
-111,-34,output_2720.wav,9
-182,-48,output_2721.wav,9
-94,-22,output_2722.wav,8
-72,22,output_2723.wav,4
7,-144,output_2724.wav,13
147,62,output_2725.wav,1
123,-72,output_2726.wav,15
-90,160,output_2727.wav,5
-2,-152,output_2728.wav,11
-113,20,output_2729.wav,7
27,-40,output_2730.wav,12
-22,17,output_2731.wav,4
73,-49,output_2732.wav,12
68,-45,output_2733.wav,12
173,-135,output_2734.wav,14
178,176,output_2735.wav,2
-154,-118,output_2736.wav,10
-107,-87,output_2737.wav,9
-13,39,output_2738.wav,4
-140,138,output_2739.wav,6
49,-1,output_2740.wav,12
63,146,output_2741.wav,3
150,-1,output_2742.wav,15
154,58,output_2743.wav,1
-190,-35,output_2744.wav,9
165,165,output_2745.wav,2
21,127,output_2746.wav,3
102,-39,output_2747.wav,15
-59,-48,output_2748.wav,8
34,-7,output_2749.wav,12
-43,80,output_2750.wav,4
-18,44,output_2751.wav,4
21,-102,output_2752.wav,13
142,-112,output_2753.wav,14
-156,-156,output_2754.wav,10
145,148,output_2755.wav,2
61,-177,output_2756.wav,13
19,62,output_2757.wav,0
121,176,output_2758.wav,2
146,-104,output_2759.wav,14
-126,-194,output_2760.wav,10
118,-200,output_2761.wav,14
71,97,output_2762.wav,0
-145,-76,output_2763.wav,9
-66,-22,output_2764.wav,8
-138,-69,output_2765.wav,9
36,-160,output_2766.wav,13
116,-79,output_2767.wav,15
-117,35,output_2768.wav,7
-139,80,output_2769.wav,7
-138,156,output_2770.wav,6
-54,46,output_2771.wav,4
-112,-85,output_2772.wav,9
180,-68,output_2773.wav,15
-69,35,output_2774.wav,4
56,44,output_2775.wav,0
-48,103,output_2776.wav,5
-54,65,output_2777.wav,4
-76,131,output_2778.wav,5
92,-27,output_2779.wav,12
-42,19,output_2780.wav,4
-99,-184,output_2781.wav,11
-165,-104,output_2782.wav,10
-40,-111,output_2783.wav,11
-195,-153,output_2784.wav,10
-131,-191,output_2785.wav,10
-81,199,output_2786.wav,5
-117,-133,output_2787.wav,10
-169,70,output_2788.wav,7
-58,-122,output_2789.wav,11
-144,-57,output_2790.wav,9
-132,177,output_2791.wav,6
9,-153,output_2792.wav,13
-70,129,output_2793.wav,5
-185,44,output_2794.wav,7
-14,195,output_2795.wav,5
-168,45,output_2796.wav,7
-42,-97,output_2797.wav,8
-58,-159,output_2798.wav,11
-43,-168,output_2799.wav,11
55,-189,output_2800.wav,13
-199,193,output_2801.wav,6
-76,-19,output_2802.wav,8
-91,109,output_2803.wav,5
92,17,output_2804.wav,0
-79,-27,output_2805.wav,8
-159,161,output_2806.wav,6
-85,49,output_2807.wav,4
-164,157,output_2808.wav,6
95,175,output_2809.wav,3
-42,36,output_2810.wav,4
-80,-13,output_2811.wav,8
-146,-118,output_2812.wav,10
-87,-84,output_2813.wav,8
144,-162,output_2814.wav,14
160,39,output_2815.wav,1
-189,172,output_2816.wav,6
-103,-1,output_2817.wav,9
-117,-121,output_2818.wav,10
186,-30,output_2819.wav,15
44,-109,output_2820.wav,13
9,-121,output_2821.wav,13
-155,-157,output_2822.wav,10
-32,66,output_2823.wav,4
-199,63,output_2824.wav,7
-73,-45,output_2825.wav,8
181,196,output_2826.wav,2
136,177,output_2827.wav,2
1,-19,output_2828.wav,12
-85,68,output_2829.wav,4
5,71,output_2830.wav,0
-95,42,output_2831.wav,4
67,-38,output_2832.wav,12
69,-51,output_2833.wav,12
-114,-1,output_2834.wav,9
-72,-187,output_2835.wav,11
-113,0,output_2836.wav,7
143,12,output_2837.wav,1
-52,-97,output_2838.wav,8
-46,-14,output_2839.wav,8
44,-156,output_2840.wav,13
-85,-187,output_2841.wav,11
59,43,output_2842.wav,0
-45,121,output_2843.wav,5
74,68,output_2844.wav,0
-71,120,output_2845.wav,5
-143,41,output_2846.wav,7
-191,-83,output_2847.wav,9
-84,-40,output_2848.wav,8
6,-21,output_2849.wav,12
-17,141,output_2850.wav,5
-191,-103,output_2851.wav,10
92,-30,output_2852.wav,12
122,-196,output_2853.wav,14
-36,3,output_2854.wav,4
-109,59,output_2855.wav,7
-22,116,output_2856.wav,5
148,-193,output_2857.wav,14
-4,130,output_2858.wav,5
169,43,output_2859.wav,1
143,36,output_2860.wav,1
183,-101,output_2861.wav,14
28,64,output_2862.wav,0
194,21,output_2863.wav,1
-48,172,output_2864.wav,5
-61,171,output_2865.wav,5
50,198,output_2866.wav,3
113,-174,output_2867.wav,14
-166,-91,output_2868.wav,9
132,149,output_2869.wav,2
38,105,output_2870.wav,3
139,-135,output_2871.wav,14
92,197,output_2872.wav,3
-82,-11,output_2873.wav,8
120,-26,output_2874.wav,15
-3,190,output_2875.wav,5
-3,137,output_2876.wav,5
159,-60,output_2877.wav,15
-68,-60,output_2878.wav,8
106,-20,output_2879.wav,15
-157,0,output_2880.wav,7
-38,114,output_2881.wav,5
17,-32,output_2882.wav,12
190,-62,output_2883.wav,15
-13,-58,output_2884.wav,8
-88,171,output_2885.wav,5
-149,-145,output_2886.wav,10
199,-166,output_2887.wav,14
-143,-2,output_2888.wav,9
-61,185,output_2889.wav,5
162,-109,output_2890.wav,14
141,-102,output_2891.wav,14
170,-26,output_2892.wav,15
181,-127,output_2893.wav,14
-54,-29,output_2894.wav,8
-8,-39,output_2895.wav,8
-9,-179,output_2896.wav,11
-27,-103,output_2897.wav,11
-71,127,output_2898.wav,5
-129,-46,output_2899.wav,9
54,20,output_2900.wav,0
64,74,output_2901.wav,0
-67,59,output_2902.wav,4
-194,-143,output_2903.wav,10
-136,-108,output_2904.wav,10
-40,131,output_2905.wav,5
-200,10,output_2906.wav,7
2,7,output_2907.wav,0
43,63,output_2908.wav,0
-46,156,output_2909.wav,5
-150,-154,output_2910.wav,10
52,-111,output_2911.wav,13
-18,-155,output_2912.wav,11
-160,-109,output_2913.wav,10
146,-12,output_2914.wav,15
-49,-183,output_2915.wav,11
6,-89,output_2916.wav,12
188,-33,output_2917.wav,15
-178,-82,output_2918.wav,9
-84,22,output_2919.wav,4
124,197,output_2920.wav,2
-77,-45,output_2921.wav,8
-3,-142,output_2922.wav,11
-2,-177,output_2923.wav,11
94,51,output_2924.wav,0
-184,-92,output_2925.wav,9
-80,157,output_2926.wav,5
196,149,output_2927.wav,2
3,26,output_2928.wav,0
169,-198,output_2929.wav,14
117,187,output_2930.wav,2
-148,172,output_2931.wav,6
61,137,output_2932.wav,3
-27,-61,output_2933.wav,8
-175,195,output_2934.wav,6
-175,-146,output_2935.wav,10
176,74,output_2936.wav,1
154,-152,output_2937.wav,14
132,179,output_2938.wav,2
-110,-119,output_2939.wav,10
-194,-174,output_2940.wav,10
-192,-185,output_2941.wav,10
-39,-134,output_2942.wav,11
-28,134,output_2943.wav,5
20,182,output_2944.wav,3
133,103,output_2945.wav,2
-157,-54,output_2946.wav,9
3,-62,output_2947.wav,12
-34,127,output_2948.wav,5
113,-87,output_2949.wav,15
156,66,output_2950.wav,1
-183,-53,output_2951.wav,9
19,-48,output_2952.wav,12
-62,-149,output_2953.wav,11
23,-97,output_2954.wav,12
194,28,output_2955.wav,1
132,-175,output_2956.wav,14
52,145,output_2957.wav,3
-143,-139,output_2958.wav,10
30,160,output_2959.wav,3
-59,-20,output_2960.wav,8
-15,-8,output_2961.wav,8
103,149,output_2962.wav,2
-129,81,output_2963.wav,7
66,-116,output_2964.wav,13
68,-165,output_2965.wav,13
-168,44,output_2966.wav,7
-71,-140,output_2967.wav,11
-44,-114,output_2968.wav,11
-2,154,output_2969.wav,5
83,169,output_2970.wav,3
20,-115,output_2971.wav,13
82,-188,output_2972.wav,13
73,-58,output_2973.wav,12
-1,-140,output_2974.wav,11
91,-17,output_2975.wav,12
-65,166,output_2976.wav,5
60,-73,output_2977.wav,12
-117,114,output_2978.wav,6
-189,-55,output_2979.wav,9
-155,-22,output_2980.wav,9
149,-163,output_2981.wav,14
-53,-157,output_2982.wav,11
-136,32,output_2983.wav,7
136,158,output_2984.wav,2
9,142,output_2985.wav,3
-163,-66,output_2986.wav,9
-123,-82,output_2987.wav,9
82,-90,output_2988.wav,12
115,155,output_2989.wav,2
-116,111,output_2990.wav,6
15,78,output_2991.wav,0
-30,151,output_2992.wav,5
37,13,output_2993.wav,0
114,164,output_2994.wav,2
-10,54,output_2995.wav,4
142,77,output_2996.wav,1
169,-49,output_2997.wav,15
-15,-175,output_2998.wav,11
-146,89,output_2999.wav,7
-92,-34,output_3000.wav,8
-37,194,output_3001.wav,5
-200,-31,output_3002.wav,9
-62,-5,output_3003.wav,8
-40,140,output_3004.wav,5
19,-42,output_3005.wav,12
-40,42,output_3006.wav,4
116,-180,output_3007.wav,14
-188,-17,output_3008.wav,9
69,48,output_3009.wav,0
19,130,output_3010.wav,3
-123,-189,output_3011.wav,10
-112,-58,output_3012.wav,9
-14,178,output_3013.wav,5
45,-5,output_3014.wav,12
68,-97,output_3015.wav,12
-198,-162,output_3016.wav,10
9,-151,output_3017.wav,13
176,14,output_3018.wav,1
-95,34,output_3019.wav,4
-85,192,output_3020.wav,5
29,163,output_3021.wav,3
18,-114,output_3022.wav,13
-64,39,output_3023.wav,4
111,-104,output_3024.wav,14
38,7,output_3025.wav,0
196,199,output_3026.wav,2
-158,-45,output_3027.wav,9
83,196,output_3028.wav,3
